"","date","visits","Page_Summary"
"3407",2016-04-18,6296,"Chicago_Cubs"
"3408",2016-04-19,9500,"Chicago_Cubs"
"3409",2016-04-20,9623,"Chicago_Cubs"
"3410",2016-04-21,6176,"Chicago_Cubs"
"3411",2016-04-22,11909,"Chicago_Cubs"
"3412",2016-04-23,8305,"Chicago_Cubs"
"3413",2016-04-24,7688,"Chicago_Cubs"
"3414",2016-04-25,6936,"Chicago_Cubs"
"3415",2016-04-26,7192,"Chicago_Cubs"
"3416",2016-04-27,9707,"Chicago_Cubs"
"3417",2016-04-28,8256,"Chicago_Cubs"
"3418",2016-04-29,7262,"Chicago_Cubs"
"3419",2016-04-30,6263,"Chicago_Cubs"
"3420",2016-05-01,6783,"Chicago_Cubs"
"3421",2016-05-02,7105,"Chicago_Cubs"
"3422",2016-05-03,10098,"Chicago_Cubs"
"3423",2016-05-04,9454,"Chicago_Cubs"
"3424",2016-05-05,8686,"Chicago_Cubs"
"3425",2016-05-06,10080,"Chicago_Cubs"
"3426",2016-05-07,9541,"Chicago_Cubs"
"3427",2016-05-08,11796,"Chicago_Cubs"
"3428",2016-05-09,12662,"Chicago_Cubs"
"3429",2016-05-10,9478,"Chicago_Cubs"
"3430",2016-05-11,10193,"Chicago_Cubs"
"3431",2016-05-12,7218,"Chicago_Cubs"
"3432",2016-05-13,6873,"Chicago_Cubs"
"3433",2016-05-14,8130,"Chicago_Cubs"
"3434",2016-05-15,8724,"Chicago_Cubs"
"3435",2016-05-16,6874,"Chicago_Cubs"
"3436",2016-05-17,6160,"Chicago_Cubs"
"3437",2016-05-18,6296,"Chicago_Cubs"
"3438",2016-05-19,6636,"Chicago_Cubs"
"3439",2016-05-20,5366,"Chicago_Cubs"
"3440",2016-05-21,7544,"Chicago_Cubs"
"3441",2016-05-22,6814,"Chicago_Cubs"
"3442",2016-05-23,6759,"Chicago_Cubs"
"3443",2016-05-24,6893,"Chicago_Cubs"
"3444",2016-05-25,7181,"Chicago_Cubs"
"3445",2016-05-26,5630,"Chicago_Cubs"
"3446",2016-05-27,5281,"Chicago_Cubs"
"3447",2016-05-28,5814,"Chicago_Cubs"
"3448",2016-05-29,6427,"Chicago_Cubs"
"3449",2016-05-30,7453,"Chicago_Cubs"
"3450",2016-05-31,6399,"Chicago_Cubs"
"3451",2016-06-01,7804,"Chicago_Cubs"
"3452",2016-06-02,7783,"Chicago_Cubs"
"3453",2016-06-03,7118,"Chicago_Cubs"
"3454",2016-06-04,6954,"Chicago_Cubs"
"3455",2016-06-05,6815,"Chicago_Cubs"
"3456",2016-06-06,5699,"Chicago_Cubs"
"3457",2016-06-07,7272,"Chicago_Cubs"
"3458",2016-06-08,6899,"Chicago_Cubs"
"3459",2016-06-09,5780,"Chicago_Cubs"
"3460",2016-06-10,5664,"Chicago_Cubs"
"3461",2016-06-11,5742,"Chicago_Cubs"
"3462",2016-06-12,6272,"Chicago_Cubs"
"3463",2016-06-13,5649,"Chicago_Cubs"
"3464",2016-06-14,5827,"Chicago_Cubs"
"3465",2016-06-15,6228,"Chicago_Cubs"
"3466",2016-06-16,5270,"Chicago_Cubs"
"3467",2016-06-17,5479,"Chicago_Cubs"
"3468",2016-06-18,5379,"Chicago_Cubs"
"3469",2016-06-19,8078,"Chicago_Cubs"
"3470",2016-06-20,11845,"Chicago_Cubs"
"3471",2016-06-21,7636,"Chicago_Cubs"
"3472",2016-06-22,7252,"Chicago_Cubs"
"3473",2016-06-23,5964,"Chicago_Cubs"
"3474",2016-06-24,5099,"Chicago_Cubs"
"3475",2016-06-25,5470,"Chicago_Cubs"
"3476",2016-06-26,5381,"Chicago_Cubs"
"3477",2016-06-27,5019,"Chicago_Cubs"
"3478",2016-06-28,5911,"Chicago_Cubs"
"3479",2016-06-29,6701,"Chicago_Cubs"
"3480",2016-06-30,5401,"Chicago_Cubs"
"3481",2016-07-01,5536,"Chicago_Cubs"
"3482",2016-07-02,5185,"Chicago_Cubs"
"3483",2016-07-03,6615,"Chicago_Cubs"
"3484",2016-07-04,5399,"Chicago_Cubs"
"3485",2016-07-05,5590,"Chicago_Cubs"
"3486",2016-07-06,7115,"Chicago_Cubs"
"3487",2016-07-07,4732,"Chicago_Cubs"
"3488",2016-07-08,4886,"Chicago_Cubs"
"3489",2016-07-09,4639,"Chicago_Cubs"
"3490",2016-07-10,5158,"Chicago_Cubs"
"3491",2016-07-11,3993,"Chicago_Cubs"
"3492",2016-07-12,4669,"Chicago_Cubs"
"3493",2016-07-13,6575,"Chicago_Cubs"
"3494",2016-07-14,3728,"Chicago_Cubs"
"3495",2016-07-15,4622,"Chicago_Cubs"
"3496",2016-07-16,5180,"Chicago_Cubs"
"3497",2016-07-17,5312,"Chicago_Cubs"
"3498",2016-07-18,7537,"Chicago_Cubs"
"3499",2016-07-19,6130,"Chicago_Cubs"
"3500",2016-07-20,7428,"Chicago_Cubs"
"3501",2016-07-21,5129,"Chicago_Cubs"
"3502",2016-07-22,3897,"Chicago_Cubs"
"3503",2016-07-23,4501,"Chicago_Cubs"
"3504",2016-07-24,5586,"Chicago_Cubs"
"3505",2016-07-25,8342,"Chicago_Cubs"
"3506",2016-07-26,8363,"Chicago_Cubs"
"3507",2016-07-27,6954,"Chicago_Cubs"
"3508",2016-07-28,8005,"Chicago_Cubs"
"3509",2016-07-29,7994,"Chicago_Cubs"
"3510",2016-07-30,6004,"Chicago_Cubs"
"3511",2016-07-31,5394,"Chicago_Cubs"
"3512",2016-08-01,9160,"Chicago_Cubs"
"3513",2016-08-02,7074,"Chicago_Cubs"
"3514",2016-08-03,6678,"Chicago_Cubs"
"3515",2016-08-04,5422,"Chicago_Cubs"
"3516",2016-08-05,4677,"Chicago_Cubs"
"3517",2016-08-06,5061,"Chicago_Cubs"
"3518",2016-08-07,5253,"Chicago_Cubs"
"3519",2016-08-08,5111,"Chicago_Cubs"
"3520",2016-08-09,4594,"Chicago_Cubs"
"3521",2016-08-10,5405,"Chicago_Cubs"
"3522",2016-08-11,5675,"Chicago_Cubs"
"3523",2016-08-12,7383,"Chicago_Cubs"
"3524",2016-08-13,6903,"Chicago_Cubs"
"3525",2016-08-14,5860,"Chicago_Cubs"
"3526",2016-08-15,5875,"Chicago_Cubs"
"3527",2016-08-16,4529,"Chicago_Cubs"
"3528",2016-08-17,5374,"Chicago_Cubs"
"3529",2016-08-18,5425,"Chicago_Cubs"
"3530",2016-08-19,4596,"Chicago_Cubs"
"3531",2016-08-20,4807,"Chicago_Cubs"
"3532",2016-08-21,7491,"Chicago_Cubs"
"3533",2016-08-22,4441,"Chicago_Cubs"
"3534",2016-08-23,5041,"Chicago_Cubs"
"3535",2016-08-24,6657,"Chicago_Cubs"
"3536",2016-08-25,6370,"Chicago_Cubs"
"3537",2016-08-26,5246,"Chicago_Cubs"
"3538",2016-08-27,8457,"Chicago_Cubs"
"3539",2016-08-28,6781,"Chicago_Cubs"
"3540",2016-08-29,5438,"Chicago_Cubs"
"3541",2016-08-30,6567,"Chicago_Cubs"
"3542",2016-08-31,7221,"Chicago_Cubs"
"3543",2016-09-01,9234,"Chicago_Cubs"
"3544",2016-09-02,9856,"Chicago_Cubs"
"3545",2016-09-03,7422,"Chicago_Cubs"
"3546",2016-09-04,7628,"Chicago_Cubs"
"3547",2016-09-05,9072,"Chicago_Cubs"
"3548",2016-09-06,6719,"Chicago_Cubs"
"3549",2016-09-07,5659,"Chicago_Cubs"
"3550",2016-09-08,5546,"Chicago_Cubs"
"3551",2016-09-09,4937,"Chicago_Cubs"
"3552",2016-09-10,6627,"Chicago_Cubs"
"3553",2016-09-11,5383,"Chicago_Cubs"
"3554",2016-09-12,7830,"Chicago_Cubs"
"3555",2016-09-13,8339,"Chicago_Cubs"
"3556",2016-09-14,9021,"Chicago_Cubs"
"3557",2016-09-15,11410,"Chicago_Cubs"
"3558",2016-09-16,22684,"Chicago_Cubs"
"3559",2016-09-17,14176,"Chicago_Cubs"
"3560",2016-09-18,7819,"Chicago_Cubs"
"3561",2016-09-19,6672,"Chicago_Cubs"
"3562",2016-09-20,8685,"Chicago_Cubs"
"3563",2016-09-21,8506,"Chicago_Cubs"
"3564",2016-09-22,8815,"Chicago_Cubs"
"3565",2016-09-23,10528,"Chicago_Cubs"
"3566",2016-09-24,10548,"Chicago_Cubs"
"3567",2016-09-25,8155,"Chicago_Cubs"
"3568",2016-09-26,12212,"Chicago_Cubs"
"3569",2016-09-27,10946,"Chicago_Cubs"
"3570",2016-09-28,11391,"Chicago_Cubs"
"3571",2016-09-29,10955,"Chicago_Cubs"
"3572",2016-09-30,9703,"Chicago_Cubs"
"3573",2016-10-01,10388,"Chicago_Cubs"
"3574",2016-10-02,11582,"Chicago_Cubs"
"3575",2016-10-03,14399,"Chicago_Cubs"
"3576",2016-10-04,11023,"Chicago_Cubs"
"3577",2016-10-05,13407,"Chicago_Cubs"
"3578",2016-10-06,26133,"Chicago_Cubs"
"3579",2016-10-07,26313,"Chicago_Cubs"
"3580",2016-10-08,58383,"Chicago_Cubs"
"3581",2016-10-09,46112,"Chicago_Cubs"
"3582",2016-10-10,20815,"Chicago_Cubs"
"3583",2016-10-11,57340,"Chicago_Cubs"
"3584",2016-10-12,107596,"Chicago_Cubs"
"3585",2016-10-13,31400,"Chicago_Cubs"
"3586",2016-10-14,48385,"Chicago_Cubs"
"3587",2016-10-15,45414,"Chicago_Cubs"
"3588",2016-10-16,105164,"Chicago_Cubs"
"3589",2016-10-17,51750,"Chicago_Cubs"
"3590",2016-10-18,37714,"Chicago_Cubs"
"3591",2016-10-19,61584,"Chicago_Cubs"
"3592",2016-10-20,85570,"Chicago_Cubs"
"3593",2016-10-21,148031,"Chicago_Cubs"
"3594",2016-10-22,83595,"Chicago_Cubs"
"3595",2016-10-23,686987,"Chicago_Cubs"
"3596",2016-10-24,148188,"Chicago_Cubs"
"3597",2016-10-25,171810,"Chicago_Cubs"
"3598",2016-10-26,223475,"Chicago_Cubs"
"3599",2016-10-27,158791,"Chicago_Cubs"
"3600",2016-10-28,79172,"Chicago_Cubs"
"3601",2016-10-29,142434,"Chicago_Cubs"
"3602",2016-10-30,138312,"Chicago_Cubs"
"3603",2016-10-31,174694,"Chicago_Cubs"
"3604",2016-11-01,51024,"Chicago_Cubs"
"3605",2016-11-02,268359,"Chicago_Cubs"
"3606",2016-11-03,1289086,"Chicago_Cubs"
"3607",2016-11-04,220037,"Chicago_Cubs"
"3608",2016-11-05,101290,"Chicago_Cubs"
"3609",2016-11-06,65791,"Chicago_Cubs"
"3610",2016-11-07,50740,"Chicago_Cubs"
"3611",2016-11-08,33808,"Chicago_Cubs"
"3612",2016-11-09,24991,"Chicago_Cubs"
"3613",2016-11-10,18913,"Chicago_Cubs"
"3614",2016-11-11,16468,"Chicago_Cubs"
"3615",2016-11-12,15039,"Chicago_Cubs"
"3616",2016-11-13,13986,"Chicago_Cubs"
"3617",2016-11-14,13236,"Chicago_Cubs"
"3618",2016-11-15,12499,"Chicago_Cubs"
"3619",2016-11-16,12026,"Chicago_Cubs"
"3620",2016-11-17,10820,"Chicago_Cubs"
"3621",2016-11-18,11323,"Chicago_Cubs"
"3622",2016-11-19,8807,"Chicago_Cubs"
"3623",2016-11-20,8687,"Chicago_Cubs"
"3624",2016-11-21,8559,"Chicago_Cubs"
"3625",2016-11-22,8123,"Chicago_Cubs"
"3626",2016-11-23,7683,"Chicago_Cubs"
"3627",2016-11-24,8229,"Chicago_Cubs"
"3628",2016-11-25,7980,"Chicago_Cubs"
"3629",2016-11-26,7113,"Chicago_Cubs"
"3630",2016-11-27,7035,"Chicago_Cubs"
"3631",2016-11-28,6973,"Chicago_Cubs"
"3632",2016-11-29,6881,"Chicago_Cubs"
"3633",2016-11-30,7406,"Chicago_Cubs"
"3634",2016-12-01,7759,"Chicago_Cubs"
"3635",2016-12-02,6906,"Chicago_Cubs"
"3636",2016-12-03,7511,"Chicago_Cubs"
"3637",2016-12-04,6451,"Chicago_Cubs"
"3638",2016-12-05,6993,"Chicago_Cubs"
"3639",2016-12-06,6954,"Chicago_Cubs"
"3640",2016-12-07,8359,"Chicago_Cubs"
"3641",2016-12-08,8190,"Chicago_Cubs"
"3642",2016-12-09,7643,"Chicago_Cubs"
"3643",2016-12-10,5966,"Chicago_Cubs"
"3644",2016-12-11,5762,"Chicago_Cubs"
"3645",2016-12-12,5970,"Chicago_Cubs"
"3646",2016-12-13,6133,"Chicago_Cubs"
"3647",2016-12-14,5810,"Chicago_Cubs"
"3648",2016-12-15,5834,"Chicago_Cubs"
"3649",2016-12-16,5443,"Chicago_Cubs"
"3650",2016-12-17,5560,"Chicago_Cubs"
"3651",2016-12-18,6092,"Chicago_Cubs"
"3652",2016-12-19,6095,"Chicago_Cubs"
"3653",2016-12-20,5393,"Chicago_Cubs"
"3654",2016-12-21,4934,"Chicago_Cubs"
"3655",2016-12-22,5494,"Chicago_Cubs"
"3656",2016-12-23,5299,"Chicago_Cubs"
"3657",2016-12-24,5184,"Chicago_Cubs"
"3658",2016-12-25,5846,"Chicago_Cubs"
"3659",2016-12-26,5963,"Chicago_Cubs"
"3660",2016-12-27,5721,"Chicago_Cubs"
"3661",2016-12-28,5898,"Chicago_Cubs"
"3662",2016-12-29,5997,"Chicago_Cubs"
"3663",2016-12-30,5180,"Chicago_Cubs"
"3664",2016-12-31,5280,"Chicago_Cubs"
"3665",2015-10-01,4449,"Cleveland_Cavaliers"
"3666",2015-10-02,4870,"Cleveland_Cavaliers"
"3667",2015-10-03,4762,"Cleveland_Cavaliers"
"3668",2015-10-04,4837,"Cleveland_Cavaliers"
"3669",2015-10-05,5619,"Cleveland_Cavaliers"
"3670",2015-10-06,5971,"Cleveland_Cavaliers"
"3671",2015-10-07,5851,"Cleveland_Cavaliers"
"3672",2015-10-08,6925,"Cleveland_Cavaliers"
"3673",2015-10-09,5930,"Cleveland_Cavaliers"
"3674",2015-10-10,4246,"Cleveland_Cavaliers"
"3675",2015-10-11,4094,"Cleveland_Cavaliers"
"3676",2015-10-12,4581,"Cleveland_Cavaliers"
"3677",2015-10-13,5453,"Cleveland_Cavaliers"
"3678",2015-10-14,5680,"Cleveland_Cavaliers"
"3679",2015-10-15,4807,"Cleveland_Cavaliers"
"3680",2015-10-16,5744,"Cleveland_Cavaliers"
"3681",2015-10-17,4039,"Cleveland_Cavaliers"
"3682",2015-10-18,4252,"Cleveland_Cavaliers"
"3683",2015-10-19,4946,"Cleveland_Cavaliers"
"3684",2015-10-20,5427,"Cleveland_Cavaliers"
"3685",2015-10-21,5668,"Cleveland_Cavaliers"
"3686",2015-10-22,7657,"Cleveland_Cavaliers"
"3687",2015-10-23,6265,"Cleveland_Cavaliers"
"3688",2015-10-24,6003,"Cleveland_Cavaliers"
"3689",2015-10-25,5735,"Cleveland_Cavaliers"
"3690",2015-10-26,6669,"Cleveland_Cavaliers"
"3691",2015-10-27,10054,"Cleveland_Cavaliers"
"3692",2015-10-28,13585,"Cleveland_Cavaliers"
"3693",2015-10-29,9579,"Cleveland_Cavaliers"
"3694",2015-10-30,7580,"Cleveland_Cavaliers"
"3695",2015-10-31,8827,"Cleveland_Cavaliers"
"3696",2015-11-01,5670,"Cleveland_Cavaliers"
"3697",2015-11-02,6171,"Cleveland_Cavaliers"
"3698",2015-11-03,7216,"Cleveland_Cavaliers"
"3699",2015-11-04,6193,"Cleveland_Cavaliers"
"3700",2015-11-05,9386,"Cleveland_Cavaliers"
"3701",2015-11-06,6004,"Cleveland_Cavaliers"
"3702",2015-11-07,6691,"Cleveland_Cavaliers"
"3703",2015-11-08,6874,"Cleveland_Cavaliers"
"3704",2015-11-09,6085,"Cleveland_Cavaliers"
"3705",2015-11-10,5965,"Cleveland_Cavaliers"
"3706",2015-11-11,6750,"Cleveland_Cavaliers"
"3707",2015-11-12,6254,"Cleveland_Cavaliers"
"3708",2015-11-13,6014,"Cleveland_Cavaliers"
"3709",2015-11-14,6657,"Cleveland_Cavaliers"
"3710",2015-11-15,6095,"Cleveland_Cavaliers"
"3711",2015-11-16,5151,"Cleveland_Cavaliers"
"3712",2015-11-17,5069,"Cleveland_Cavaliers"
"3713",2015-11-18,6161,"Cleveland_Cavaliers"
"3714",2015-11-19,5933,"Cleveland_Cavaliers"
"3715",2015-11-20,8075,"Cleveland_Cavaliers"
"3716",2015-11-21,5595,"Cleveland_Cavaliers"
"3717",2015-11-22,6493,"Cleveland_Cavaliers"
"3718",2015-11-23,5439,"Cleveland_Cavaliers"
"3719",2015-11-24,5685,"Cleveland_Cavaliers"
"3720",2015-11-25,6967,"Cleveland_Cavaliers"
"3721",2015-11-26,6634,"Cleveland_Cavaliers"
"3722",2015-11-27,4866,"Cleveland_Cavaliers"
"3723",2015-11-28,5703,"Cleveland_Cavaliers"
"3724",2015-11-29,6362,"Cleveland_Cavaliers"
"3725",2015-11-30,7070,"Cleveland_Cavaliers"
"3726",2015-12-01,7545,"Cleveland_Cavaliers"
"3727",2015-12-02,7677,"Cleveland_Cavaliers"
"3728",2015-12-03,6325,"Cleveland_Cavaliers"
"3729",2015-12-04,5592,"Cleveland_Cavaliers"
"3730",2015-12-05,6452,"Cleveland_Cavaliers"
"3731",2015-12-06,6597,"Cleveland_Cavaliers"
"3732",2015-12-07,5742,"Cleveland_Cavaliers"
"3733",2015-12-08,6050,"Cleveland_Cavaliers"
"3734",2015-12-09,6992,"Cleveland_Cavaliers"
"3735",2015-12-10,5537,"Cleveland_Cavaliers"
"3736",2015-12-11,5838,"Cleveland_Cavaliers"
"3737",2015-12-12,7149,"Cleveland_Cavaliers"
"3738",2015-12-13,5297,"Cleveland_Cavaliers"
"3739",2015-12-14,4271,"Cleveland_Cavaliers"
"3740",2015-12-15,4390,"Cleveland_Cavaliers"
"3741",2015-12-16,5755,"Cleveland_Cavaliers"
"3742",2015-12-17,5163,"Cleveland_Cavaliers"
"3743",2015-12-18,7028,"Cleveland_Cavaliers"
"3744",2015-12-19,5163,"Cleveland_Cavaliers"
"3745",2015-12-20,5308,"Cleveland_Cavaliers"
"3746",2015-12-21,5334,"Cleveland_Cavaliers"
"3747",2015-12-22,4599,"Cleveland_Cavaliers"
"3748",2015-12-23,4477,"Cleveland_Cavaliers"
"3749",2015-12-24,5973,"Cleveland_Cavaliers"
"3750",2015-12-25,9550,"Cleveland_Cavaliers"
"3751",2015-12-26,9465,"Cleveland_Cavaliers"
"3752",2015-12-27,5300,"Cleveland_Cavaliers"
"3753",2015-12-28,4791,"Cleveland_Cavaliers"
"3754",2015-12-29,5989,"Cleveland_Cavaliers"
"3755",2015-12-30,6089,"Cleveland_Cavaliers"
"3756",2015-12-31,4823,"Cleveland_Cavaliers"
"3757",2016-01-01,5256,"Cleveland_Cavaliers"
"3758",2016-01-02,5378,"Cleveland_Cavaliers"
"3759",2016-01-03,6026,"Cleveland_Cavaliers"
"3760",2016-01-04,5235,"Cleveland_Cavaliers"
"3761",2016-01-05,6208,"Cleveland_Cavaliers"
"3762",2016-01-06,5535,"Cleveland_Cavaliers"
"3763",2016-01-07,6082,"Cleveland_Cavaliers"
"3764",2016-01-08,5526,"Cleveland_Cavaliers"
"3765",2016-01-09,7239,"Cleveland_Cavaliers"
"3766",2016-01-10,4831,"Cleveland_Cavaliers"
"3767",2016-01-11,4898,"Cleveland_Cavaliers"
"3768",2016-01-12,4753,"Cleveland_Cavaliers"
"3769",2016-01-13,6190,"Cleveland_Cavaliers"
"3770",2016-01-14,5370,"Cleveland_Cavaliers"
"3771",2016-01-15,7506,"Cleveland_Cavaliers"
"3772",2016-01-16,6557,"Cleveland_Cavaliers"
"3773",2016-01-17,5595,"Cleveland_Cavaliers"
"3774",2016-01-18,5160,"Cleveland_Cavaliers"
"3775",2016-01-19,11642,"Cleveland_Cavaliers"
"3776",2016-01-20,5852,"Cleveland_Cavaliers"
"3777",2016-01-21,6484,"Cleveland_Cavaliers"
"3778",2016-01-22,20613,"Cleveland_Cavaliers"
"3779",2016-01-23,24572,"Cleveland_Cavaliers"
"3780",2016-01-24,19046,"Cleveland_Cavaliers"
"3781",2016-01-25,9607,"Cleveland_Cavaliers"
"3782",2016-01-26,10260,"Cleveland_Cavaliers"
"3783",2016-01-27,7799,"Cleveland_Cavaliers"
"3784",2016-01-28,8868,"Cleveland_Cavaliers"
"3785",2016-01-29,6334,"Cleveland_Cavaliers"
"3786",2016-01-30,6880,"Cleveland_Cavaliers"
"3787",2016-01-31,11113,"Cleveland_Cavaliers"
"3788",2016-02-01,6416,"Cleveland_Cavaliers"
"3789",2016-02-02,6454,"Cleveland_Cavaliers"
"3790",2016-02-03,4748,"Cleveland_Cavaliers"
"3791",2016-02-04,5473,"Cleveland_Cavaliers"
"3792",2016-02-05,5341,"Cleveland_Cavaliers"
"3793",2016-02-06,5951,"Cleveland_Cavaliers"
"3794",2016-02-07,5665,"Cleveland_Cavaliers"
"3795",2016-02-08,4932,"Cleveland_Cavaliers"
"3796",2016-02-09,5972,"Cleveland_Cavaliers"
"3797",2016-02-10,5870,"Cleveland_Cavaliers"
"3798",2016-02-11,7753,"Cleveland_Cavaliers"
"3799",2016-02-12,5324,"Cleveland_Cavaliers"
"3800",2016-02-13,5304,"Cleveland_Cavaliers"
"3801",2016-02-14,5017,"Cleveland_Cavaliers"
"3802",2016-02-15,6834,"Cleveland_Cavaliers"
"3803",2016-02-16,4663,"Cleveland_Cavaliers"
"3804",2016-02-17,4539,"Cleveland_Cavaliers"
"3805",2016-02-18,7852,"Cleveland_Cavaliers"
"3806",2016-02-19,11177,"Cleveland_Cavaliers"
"3807",2016-02-20,6145,"Cleveland_Cavaliers"
"3808",2016-02-21,7431,"Cleveland_Cavaliers"
"3809",2016-02-22,9325,"Cleveland_Cavaliers"
"3810",2016-02-23,6532,"Cleveland_Cavaliers"
"3811",2016-02-24,4947,"Cleveland_Cavaliers"
"3812",2016-02-25,6044,"Cleveland_Cavaliers"
"3813",2016-02-26,5296,"Cleveland_Cavaliers"
"3814",2016-02-27,5736,"Cleveland_Cavaliers"
"3815",2016-02-28,7247,"Cleveland_Cavaliers"
"3816",2016-02-29,5400,"Cleveland_Cavaliers"
"3817",2016-03-01,6944,"Cleveland_Cavaliers"
"3818",2016-03-02,4947,"Cleveland_Cavaliers"
"3819",2016-03-03,4995,"Cleveland_Cavaliers"
"3820",2016-03-04,7674,"Cleveland_Cavaliers"
"3821",2016-03-05,12707,"Cleveland_Cavaliers"
"3822",2016-03-06,6198,"Cleveland_Cavaliers"
"3823",2016-03-07,4725,"Cleveland_Cavaliers"
"3824",2016-03-08,5643,"Cleveland_Cavaliers"
"3825",2016-03-09,4274,"Cleveland_Cavaliers"
"3826",2016-03-10,5361,"Cleveland_Cavaliers"
"3827",2016-03-11,5905,"Cleveland_Cavaliers"
"3828",2016-03-12,4229,"Cleveland_Cavaliers"
"3829",2016-03-13,5922,"Cleveland_Cavaliers"
"3830",2016-03-14,4925,"Cleveland_Cavaliers"
"3831",2016-03-15,5046,"Cleveland_Cavaliers"
"3832",2016-03-16,4343,"Cleveland_Cavaliers"
"3833",2016-03-17,4649,"Cleveland_Cavaliers"
"3834",2016-03-18,3908,"Cleveland_Cavaliers"
"3835",2016-03-19,4660,"Cleveland_Cavaliers"
"3836",2016-03-20,4850,"Cleveland_Cavaliers"
"3837",2016-03-21,4227,"Cleveland_Cavaliers"
"3838",2016-03-22,6071,"Cleveland_Cavaliers"
"3839",2016-03-23,5642,"Cleveland_Cavaliers"
"3840",2016-03-24,5550,"Cleveland_Cavaliers"
"3841",2016-03-25,4549,"Cleveland_Cavaliers"
"3842",2016-03-26,4420,"Cleveland_Cavaliers"
"3843",2016-03-27,5088,"Cleveland_Cavaliers"
"3844",2016-03-28,4452,"Cleveland_Cavaliers"
"3845",2016-03-29,4628,"Cleveland_Cavaliers"
"3846",2016-03-30,5746,"Cleveland_Cavaliers"
"3847",2016-03-31,4914,"Cleveland_Cavaliers"
"3848",2016-04-01,5221,"Cleveland_Cavaliers"
"3849",2016-04-02,10097,"Cleveland_Cavaliers"
"3850",2016-04-03,10585,"Cleveland_Cavaliers"
"3851",2016-04-04,7927,"Cleveland_Cavaliers"
"3852",2016-04-05,8624,"Cleveland_Cavaliers"
"3853",2016-04-06,9989,"Cleveland_Cavaliers"
"3854",2016-04-07,5117,"Cleveland_Cavaliers"
"3855",2016-04-08,4757,"Cleveland_Cavaliers"
"3856",2016-04-09,4368,"Cleveland_Cavaliers"
"3857",2016-04-10,5898,"Cleveland_Cavaliers"
"3858",2016-04-11,6094,"Cleveland_Cavaliers"
"3859",2016-04-12,6836,"Cleveland_Cavaliers"
"3860",2016-04-13,6700,"Cleveland_Cavaliers"
"3861",2016-04-14,12289,"Cleveland_Cavaliers"
"3862",2016-04-15,7877,"Cleveland_Cavaliers"
"3863",2016-04-16,7124,"Cleveland_Cavaliers"
"3864",2016-04-17,11625,"Cleveland_Cavaliers"
"3865",2016-04-18,9796,"Cleveland_Cavaliers"
"3866",2016-04-19,7972,"Cleveland_Cavaliers"
"3867",2016-04-20,6179,"Cleveland_Cavaliers"
"3868",2016-04-21,9836,"Cleveland_Cavaliers"
"3869",2016-04-22,6889,"Cleveland_Cavaliers"
"3870",2016-04-23,9296,"Cleveland_Cavaliers"
"3871",2016-04-24,9898,"Cleveland_Cavaliers"
"3872",2016-04-25,14557,"Cleveland_Cavaliers"
"3873",2016-04-26,8260,"Cleveland_Cavaliers"
"3874",2016-04-27,6903,"Cleveland_Cavaliers"
"3875",2016-04-28,6377,"Cleveland_Cavaliers"
"3876",2016-04-29,5332,"Cleveland_Cavaliers"
"3877",2016-04-30,5546,"Cleveland_Cavaliers"
"3878",2016-05-01,6814,"Cleveland_Cavaliers"
"3879",2016-05-02,7404,"Cleveland_Cavaliers"
"3880",2016-05-03,11864,"Cleveland_Cavaliers"
"3881",2016-05-04,7355,"Cleveland_Cavaliers"
"3882",2016-05-05,13813,"Cleveland_Cavaliers"
"3883",2016-05-06,7212,"Cleveland_Cavaliers"
"3884",2016-05-07,12208,"Cleveland_Cavaliers"
"3885",2016-05-08,13127,"Cleveland_Cavaliers"
"3886",2016-05-09,11618,"Cleveland_Cavaliers"
"3887",2016-05-10,10931,"Cleveland_Cavaliers"
"3888",2016-05-11,8488,"Cleveland_Cavaliers"
"3889",2016-05-12,9558,"Cleveland_Cavaliers"
"3890",2016-05-13,9765,"Cleveland_Cavaliers"
"3891",2016-05-14,7821,"Cleveland_Cavaliers"
"3892",2016-05-15,18235,"Cleveland_Cavaliers"
"3893",2016-05-16,15212,"Cleveland_Cavaliers"
"3894",2016-05-17,16658,"Cleveland_Cavaliers"
"3895",2016-05-18,31222,"Cleveland_Cavaliers"
"3896",2016-05-19,14345,"Cleveland_Cavaliers"
"3897",2016-05-20,26360,"Cleveland_Cavaliers"
"3898",2016-05-21,11305,"Cleveland_Cavaliers"
"3899",2016-05-22,17407,"Cleveland_Cavaliers"
"3900",2016-05-23,11322,"Cleveland_Cavaliers"
"3901",2016-05-24,18741,"Cleveland_Cavaliers"
"3902",2016-05-25,13123,"Cleveland_Cavaliers"
"3903",2016-05-26,24863,"Cleveland_Cavaliers"
"3904",2016-05-27,12161,"Cleveland_Cavaliers"
"3905",2016-05-28,49893,"Cleveland_Cavaliers"
"3906",2016-05-29,23933,"Cleveland_Cavaliers"
"3907",2016-05-30,13094,"Cleveland_Cavaliers"
"3908",2016-05-31,44558,"Cleveland_Cavaliers"
"3909",2016-06-01,24442,"Cleveland_Cavaliers"
"3910",2016-06-02,29998,"Cleveland_Cavaliers"
"3911",2016-06-03,59578,"Cleveland_Cavaliers"
"3912",2016-06-04,12522,"Cleveland_Cavaliers"
"3913",2016-06-05,13658,"Cleveland_Cavaliers"
"3914",2016-06-06,44834,"Cleveland_Cavaliers"
